,#1 String,#2 String,label
519,"He frequently criticizes the press, especially reporters and news organizations that reported on leaks from investigators.","Less than 20 percent of Boise's sales would come from making lumber and paper after the OfficeMax purchase is complete, assuming those businesses aren't sold.",0
10294,His family approached the federal defender's office in Sacramento Friday about arranging his surrender.,"Lee Janzen, who was tied atop the leaderboard with five holes left, finished with a 68 and tied for sixth.",0
9283,"While there were about 700 Uruguayan UN peacekeepers in Bunia, they were ""neither trained nor equipped"" to deal with inter-ethnic violence, Mr Eckhard said.",But plaque volume increased by 2.7 percent in pravastatin patients.,0
4471,"According to the 2000 Census, Long Beach's Hispanic or Latino population was listed at 35.8 percent.","According to the Census Bureau, the Hispanic population increased by 9.8 percent from the April 2000 census figures.",1
6992,Recall advocates say they have turned in 1.6 million signatures to counties.,Recall proponents say they have turned in nearly twice the number of necessary signatures.,1
4348,The survey which uncovered the star only covered a narrow slice of the sky.,"Based on that review, I have concluded that CEO and President Greg Parseghian and General Counsel Maud Mater should be replaced,"" Falcon said.",0
10425,"""It's a recognition that we were provided faulty information,"" Senate Democratic Leader Tom Daschle of South Dakota told reporters.",Both sets of findings were presented Monday at the annual meeting of the Radiological Society of North America in Chicago.,0
11364,"Nuremberg, Germany-based SuSE will license Sun's Java 2 Standard Edition (J2SE) and ship Sun's Java Virtual Machine across its Linux software line.","American forces here organized the elections, which officials say are important steps toward establishing democracy in Iraq.",0
3626,"Graham said the surgery was not exactly the way to begin a campaign, but he is recovered.","A passionate nationalist, Mr. D'Alessandro said: ""Canada is a small country, and we need more companies like this.""",0
1789,"The GPO previously closed bookstores in San Francisco, Boston, Philadelphia, Chicago, Birmingham, Cleveland, and Columbus.","""They ransacked and burned the two villages completely,"" rebel commander Ousmane Coulibaly told Reuters by satellite phone from the bush.",0
9617,"Law enforcement sources who spoke on condition of anonymity confirmed that Limbaugh was being investigated by the Palm Beach County, Fla., state attorney's office.","Law enforcement officials confirmed that Limbaugh was being investigated by the Palm Beach County, Fla., state attorney's office.",1
2059,"In the year-ago quarter, the steelmaker recorded a profit of $16.2 million, or 15 cents per share, on sales of $1.14 billion.","In the second quarter last year, AK Steel reported a profit of $16.2 million, or 15 cents a share.",1
8781,"""The investigation appears to be focused on certain accounting practices common to the interactive entertainment industry, with specific emphasis on revenue recognition,"" Activision said in an SEC filing.",Ex-KGB agent Putin added that the Beatles were considered 'propaganda of an alien ideology'.,0
6414,"Per-user pricing is $29 for Workplace Messaging, $89 for Team Collaboration and $35 for Collaborative Learning.","Workplace Messaging is $29, Workplace Team Collaboration is $89, and Collaborative Learning is $35.",1
4013,The Washington Post said Airlite would shut down its first shift and parts of the second shift Monday to accommodate the president’s appearance.,"The plant plans to shut down its first shift and parts of the second shift Monday to accommodate the president's appearance, Crosby said.",1
6006,The results were released at Tuesday's meeting in Seattle of the American Thoracic Society and will be published in Thursday's New England Journal of Medicine.,The study results were released at a meeting in Seattle of the American Thoracic Society and also will be published in tomorrow's issue of The New England Journal of Medicine.,1
1902,It has a plus or minus 4.9 percent margin of error.,It had a margin of error of plus or minus five percentage points.,1
6215,"The Skagit was expected to crest during the night at 38 feet at Mount Vernon, 10 feet above flood stage, the National Weather Service said.","The GAO found cable rates have increased 40 percent over the past five years, versus 12 percent inflation during the period.",0
4686,General Moseley and a senior aide presented their assessments at an internal briefing for American and allied military officers at Nellis Air Force Base in Nevada on Thursday.,"Democratic Lt. Gov. Cruz Bustamante was first choice of 25 percent, followed by state Sen. Tom McClintock with 18 percent.",0
7567,"Mr. Geoghan was taken to the University of Massachusetts Memorial Health Alliance Hospital in Leominster, Mass., where he died at 1:17 p.m.","The deal means the original agreement, signed in August 2001 by the two companies, is now extended through 2006.",0
4922,"The additional contribution brings total U.S. food aid to North Korea this year to 100,000 tonnes.","The donation of 60,000 tons brings the total of U.S. contributions for the year to 100,000.",1
7092,"President Vlad imir Putin threw his weight behind Russia’s main pro-Kremlin political party for the first time last week, ahead of parliamentary elections.",President Vladimir Putin threw his weight for the first time on Saturday behind Russia's main pro-Kremlin political party ahead of parliamentary elections.,1
7093,"But JT was careful to clarify that it was ""not certain about the outcome of the discussion at this moment.""",A coalition of states petitioned a federal appeals court Thursday in an effort to force the Environmental Protection Agency to regulate greenhouse gas emissions.,0
8760,Albertsons and Kroger's Ralphs chain locked out their workers in response.,Kroger's Ralphs chain and Albertsons immediately locked out their grocery workers in a show of solidarity.,1
75,"The blue-chip Dow Jones industrial average .DJI edged down 28.08 points, or 0.3 percent, at 9,256.49.",The two other national rating agencies are waiting to take action.,0
2345,"The book, called ""Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,"" hits stores this weekend.","Fox was seeking an injunction to halt distribution of ""Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right.""",1
7441,The group is also offering end user telephone support for $39.95 per incident.,They face charges of robbery and criminal impersonation of a police officer.,0
